Timestamp,Water_Temp_C,Flow_Rate_Lmin,SO2_ppm,H2S_ppm,Anomaly_Label,Anomaly_Type_ID,Volcano_Eruption
01-01-2025 00:00,43.77128468,4.339357133,0.535229954,1.108189463,0,0,0
01-01-2025 00:01,39.96605326,4.02047517,3.454176485,20.82875396,1,3,1
01-01-2025 00:02,42.12958711,5.28499768,0.417566918,2.80656112,0,0,0
01-01-2025 00:03,41.90113936,5.494693923,0.405893611,3.590780842,0,0,0
01-01-2025 00:04,44.8673937,3.286772888,0.519083495,0.087839975,0,0,0
01-01-2025 00:05,38.75102679,4.309950979,3.940268357,23.74645311,1,3,1
01-01-2025 00:06,41.859253,4.615760187,0.512133101,4.55501274,0,0,0
01-01-2025 00:07,43.50080902,2.028572353,0.176699622,2.141612466,0,0,0
01-01-2025 00:08,41.69487473,7.211455444,0.390307878,3.83927698,0,0,0
01-01-2025 00:09,44.4548829,3.410861571,0.147494857,2.050112244,0,0,0
01-01-2025 00:10,44.14907689,5.626716287,0.115871364,4.024162327,0,0,0
01-01-2025 00:11,53.32675959,4.780006571,0.185897739,2.757179628,0,0,0
01-01-2025 00:12,46.70830116,6.473786985,0.30026024,3.122795851,0,0,0
01-01-2025 00:13,51.03267862,3.62027725,0.149727781,3.340816394,0,0,0
01-01-2025 00:14,46.82280739,4.30138856,0.146554817,2.609426886,0,0,0
01-01-2025 00:15,53.38600255,3.828744598,0.569050715,2.666908467,0,0,0
01-01-2025 00:16,41.84577225,4.314889079,0.187168547,3.125025858,0,0,0
01-01-2025 00:17,53.73245316,2.092683892,0.442941789,1.959023991,0,0,0
01-01-2025 00:18,41.55557229,3.449466372,0.236134519,4.448860376,0,0,0
01-01-2025 00:19,48.88703676,6.11356895,0.464489068,2.209515728,0,0,0
01-01-2025 00:20,40.79753507,4.193093021,0.054709226,3.145835812,0,0,1
01-01-2025 00:21,47.56800053,3.829262842,0.269448205,2.025468899,0,0,0
01-01-2025 00:22,98.8781906,4.053761965,3.53292685,18.88140395,1,2,1
01-01-2025 00:23,47.33179187,1.4749268,0.112798412,3.316104994,0,0,0
01-01-2025 00:24,42.85182511,3.694174797,0.577145956,3.5897627,0,0,0
01-01-2025 00:25,43.85459485,3.027377787,0.062701853,2.73745579,0,0,0
01-01-2025 00:26,43.47190444,2.102666734,0.30042348,1.559019185,0,0,0
01-01-2025 00:27,43.55980563,5.463003602,0.65525902,2.706185334,0,0,0
01-01-2025 00:28,40.76574517,5.222096082,0.353928474,3.008772775,0,0,0
01-01-2025 00:29,47.33222298,4.880563636,0.179672334,2.896522092,0,0,0
01-01-2025 00:30,47.40293379,5.851685468,0.413807074,2.044407896,0,0,0
01-01-2025 00:31,46.40596009,5.09311238,0.323016143,2.846072722,0,0,0
01-01-2025 00:32,38.90357767,5.802125548,0.291633849,5.306313315,0,0,0
01-01-2025 00:33,46.40318202,6.514635127,0.291802958,3.345406988,0,0,0
01-01-2025 00:34,42.92356043,2.038536128,0.178553331,3.458938955,0,0,0
01-01-2025 00:35,41.86289633,4.226301443,0.277743111,4.276067697,0,0,0
01-01-2025 00:36,37.21524457,5.09750849,0.239446032,1.593030989,0,0,0
01-01-2025 00:37,46.65440116,4.488227668,0.2991883,4.646551421,0,0,0
01-01-2025 00:38,43.8717181,5.145918046,0.344872646,2.378104525,0,0,0
01-01-2025 00:39,41.14114021,2.727450195,0.302295986,3.201264413,0,0,0
01-01-2025 00:40,37.38820407,4.934853845,0.279807685,1.158240295,0,0,0
01-01-2025 00:41,41.97627668,3.789525658,0.433661802,2.649827075,0,0,0
01-01-2025 00:42,43.45758606,5.214792977,0.249188548,2.142527348,0,0,0
01-01-2025 00:43,44.58642488,6.130406628,0.129981054,1.237527329,0,0,0
01-01-2025 00:44,49.16801602,4.705857189,0.344149957,3.437567346,0,0,0
01-01-2025 00:45,42.37668796,2.541324043,0.445465167,5.89753899,0,0,0
01-01-2025 00:46,50.42947783,3.039780242,0.225260336,0.923026478,0,0,0
01-01-2025 00:47,46.35789419,2.680423958,0.453248809,4.399271375,0,0,0
01-01-2025 00:48,45.47263784,5.523784778,0.57331093,3.614846863,0,0,1
01-01-2025 00:49,44.9226418,3.549335787,0.17011961,4.22231785,0,0,0
01-01-2025 00:50,43.20960277,4.847800326,0.298135297,2.334520264,0,0,0
01-01-2025 00:51,42.51734132,4.562361529,0.099323044,3.214698631,0,0,0
01-01-2025 00:52,44.75268145,3.323889584,0.476635562,3.101211612,0,0,0
01-01-2025 00:53,43.74976743,4.942154455,0.138968483,3.635311784,0,0,0
01-01-2025 00:54,47.41124476,2.195992738,0.154812252,3.979598242,0,0,0
01-01-2025 00:55,46.45448529,2.849695712,0.37187813,1.970837667,0,0,0
01-01-2025 00:56,42.11232868,4.198463531,0.299748402,3.729240977,0,0,0
01-01-2025 00:57,55.47921751,7.104921609,0.226600144,2.739010666,0,0,0
01-01-2025 00:58,46.5055367,4.966097384,0.302537133,2.955480552,0,0,0
01-01-2025 00:59,52.50666826,4.504902141,0.149479187,2.771661213,0,0,0
01-01-2025 01:00,41.65927957,4.471401133,0.169902824,4.426497273,0,0,0
01-01-2025 01:01,44.72852567,3.774778252,0.083571937,3.491351894,0,0,0
01-01-2025 01:02,37.42127943,2.903780312,0.511417422,3.812196443,0,0,0
01-01-2025 01:03,52.84091215,4.241463246,0.116203849,2.076031989,0,0,0
01-01-2025 01:04,46.85105945,4.187301415,0.094819233,1.824980863,0,0,0
01-01-2025 01:05,50.9729611,5.725205206,0.255604864,3.227277413,0,0,0
01-01-2025 01:06,45.00103532,4.335285644,0.292155429,4.378858373,0,0,0
01-01-2025 01:07,47.31644265,4.154221365,0.375961551,2.881619744,0,0,0
01-01-2025 01:08,33.04021898,5.814053768,0.459269301,3.165818943,0,0,0
01-01-2025 01:09,44.73622446,5.829299404,0.46918283,2.136631978,0,0,0
01-01-2025 01:10,41.7916659,4.657007888,0.354409435,3.661638502,0,0,0
01-01-2025 01:11,45.53722187,2.525345279,0.449845175,3.109070583,0,0,0
01-01-2025 01:12,43.512589,4.422901455,0.510718626,1.742296334,0,0,0
01-01-2025 01:13,48.90971268,2.060550981,0.277155169,4.0087816,0,0,0
01-01-2025 01:14,55.85471359,4.421392745,0.287721338,2.531155346,0,0,0
01-01-2025 01:15,39.42976775,4.646109901,0.207880229,1.809097392,0,0,0
01-01-2025 01:16,40.82155497,2.726464852,0.480845491,2.991781099,0,0,0
01-01-2025 01:17,37.02192735,3.531036777,2.549118632,21.65896677,1,3,1
